"Malli";"Numero";"Kohteen osoite";"Postinumero";"Postitoimipaikka";"Sijaintipaikan tyyppi";"Sijaintipaikka";"Aukioloaika";"Aukioloaika (lisätiedot)";"Koordinaatti LAT";"Koordinaatti LON"
"O";="04607";"KAIVOKATU 1";="40700";"JYVÄSKYLÄ";"KAUPPA";"K-SUPERMARKET LÄNSIVÄYLÄ";="24 H AUKIOLO";="";"62.243520";"25.713760"
"O";="04466";"VOIONMAANKATU 7";="40700";"JYVÄSKYLÄ";"KAUPPA";"K-MARKET RUOKAVINKKI";="24 H AUKIOLO";="";"62.239652";"25.729262"
"P";="05708";"ASEMATIE 1";="40800";"VAAJAKOSKI";"KAUPPA";"S-MARKET VAAJALA";="24 H AUKIOLO";="";"62.248516";"25.877320"
"P";="05816";"VAAJAKOSKENTIE 850";="40800";"VAAJAKOSKI";"LIIKENNEPAIKKA";"ABC VAAJAKOSKI";="LIIKETILAN AUKIOLO";="";"62.230041";"25.900326"
"O";="04975";"PARVIAISENTIE 3";="40900";"SÄYNÄTSALO";"LIIKEKIINTEISTÖ";"LIIKETILA";="24 H AUKIOLO";="";"62.138320";"25.766150"
"O";="04230";"SETÄLÄNTIE 2";="40950";"MUURAME";"KAUPPAKESKUS";"MUURAMEN KAUPPAKESKUS";="24 H AUKIOLO";="";"62.136430";"25.673170"
"O";="05083";"KIRKKOKATU 1";="41160";"TIKKAKOSKI";"LIIKEKIINTEISTÖ";"LIIKETILA";="24 H AUKIOLO";="";"62.388700";"25.646340"
"O";="05091";"LAUKAANTIE 20";="41340";"LAUKAA";"PANKIN KONTTORI";"NORDEA LAUKAA";="24 H AUKIOLO";="";"62.414190";"25.954970"
"O";="04935";"LAUKAANTIE 22";="41340";"LAUKAA";"PANKIN KONTTORI";"OP LAUKAA";="24 H AUKIOLO";="";"62.414338";"25.954131"
"O";="04698";"LIEPEENTIE 9";="41400";"LIEVESTUORE";"LIIKEKIINTEISTÖ";"LIIKETILA";="24 H AUKIOLO";="";"62.260810";"26.195250"
"O";="03793";"KESKUSTIE 36";="41520";"HANKASALMI";"PANKIN KONTTORI";"OP HANKASALMI";="24 H AUKIOLO";="";"62.390676";"26.435428"
"O";="04220";"TOIVAKANTIE 30";="41660";"TOIVAKKA";"KAUPPA";"K-MARKET PERÄLÄ";="24 H AUKIOLO";="";"62.095745";"26.079475"
"O";="04044";"KORPILAHDENTIE 5";="41800";"KORPILAHTI";"KIOSKI";"R-KIOSKI KORPILAHTI";="24 H AUKIOLO";="";"62.016275";"25.562497"
"O";="05285";"KIRKKOTIE 6";="41900";"PETÄJÄVESI";"PANKIN KONTTORI";"POP PETÄJÄVESI";="24 H AUKIOLO";="";"62.255820";"25.182660"
"T";="40136";"KESKUSKATU 11";="42100";"JÄMSÄ";"PANKIN KONTTORI";"OP JÄMSÄ";="ITSEPALVELUALUEEN AUKIOLO";="24/7";"61.864690";"25.193040"
"O";="04473";"KESKUSKATU 23";="42100";"JÄMSÄ";"KAUPPA";"K-CITYMARKET JÄMSÄ";="24 H AUKIOLO";="";"61.866586";"25.201061"
"O";="04683";"KESKUSKATU 3";="42100";"JÄMSÄ";"PANKIN KONTTORI";"NORDEA JÄMSÄ";="24 H AUKIOLO";="";"61.863767";"25.189088"
"O";="04551";"KENRAALINTIE 9";="42300";"JÄMSÄNKOSKI";"KAUPPA";"K-MARKET VILJA JÄMSÄNKOSKI";="24 H AUKIOLO";="";"61.919390";"25.174120"
"O";="05286";"KESKUSTIE 29 A";="42600";"MULTIA";"PANKIN KONTTORI";"POP MULTIA";="24 H AUKIOLO";="";"62.408632";"24.796485"
"O";="04198";"JYVÄSKYLÄNTIE 5";="42700";"KEURUU";"LIIKENNEPAIKKA";"ABC KEURUU";="24 H AUKIOLO";="";"62.254490";"24.719198"
"O";="05160";"KEURUUNTIE 9";="42700";"KEURUU";"KAUPPA";"S-MARKET KEURUU";="24 H AUKIOLO";="";"62.258067";"24.708407"
"O";="04603";"PIHLAJAVEDENTIE 3";="42800";"HAAPAMÄKI";"PANKIN KONTTORI";"OP HAAPAMÄKI";="24 H AUKIOLO";="";"62.252604";"24.453758"
"T";="40131";"KAUPPAKATU 3";="43100";"SAARIJÄRVI";"PANKIN KONTTORI";"OP SAARIJÄRVI";="ITSEPALVELUALUEEN AUKIOLO";="ma-su klo 5:30 - 23:00";"62.705550";"25.259670"
"O";="05054";"TORIKATU 5 A";="43100";"SAARIJÄRVI";"KAUPPA";"K-SUPERMARKET SAARIJÄRVI";="24 H AUKIOLO";="";"62.707784";"25.257934"
"O";="05277";"TORITIE 3 A";="43300";"KANNONKOSKI";"PANKIN KONTTORI";"POP KANNONKOSKI";="24 H AUKIOLO";="";"62.977448";"25.262187"
"P";="05684";"VIRASTOTIE 8";="43500";"KARSTULA";"PANKIN KONTTORI";"OP KARSTULA";="24 H AUKIOLO";="";"62.878874";"24.803062"
"O";="05287";"VAASANTIE 2";="43700";"KYYJÄRVI";"KAUPPAKESKUS";"PALETTI";="24 H AUKIOLO";="";"63.042880";"24.560480"
"O";="04151";"KESKUSTIE 2";="43800";"KIVIJÄRVI";"PANKIN KONTTORI";"OP KIVIJÄRVI";="24 H AUKIOLO";="";"63.128382";"25.052963"
"O";="04562";"KESKUSTIE 47";="43900";"KINNULA";"PANKIN KONTTORI";"OP KINNULA";="24 H AUKIOLO";="";"63.367966";"24.965412"
"O";="04325";"RANNANKYLÄNTIE 11";="44100";"ÄÄNEKOSKI";"LIIKENNEPAIKKA";"ABC HIRVASKANGAS";="LIIKETILAN AUKIOLO";="";"62.518223";"25.690208"
"O";="04046";"TORIKATU 1";="44100";"ÄÄNEKOSKI";"KAUPPA";"JYSK";="24 H AUKIOLO";="";"62.604083";"25.724393"
"O";="03807";"TORIKATU 2";="44100";"ÄÄNEKOSKI";"PANKIN KONTTORI";"OP ÄÄNEKOSKI";="24 H AUKIOLO";="";"62.603898";"25.725900"
"T";="40126";"TYÖSKINTIE 3";="44100";"ÄÄNEKOSKI";"TAVARATALO";"K-CITYMARKET ÄÄNEKOSKI";="LIIKETILAN AUKIOLO";="";"62.602870";"25.724850"
"O";="04457";"ASEMAKATU 22";="44200";"SUOLAHTI";"KAUPPA";"K-SUPERMARKET SUOLAHTI";="24 H AUKIOLO";="";"62.563866";"25.852156"
"O";="05288";"KAUPPATIE 29";="44300";"KONNEVESI";"PANKIN KONTTORI";"POP KONNEVESI";="24 H AUKIOLO";="";"62.628030";"26.288570"
"O";="04968";"KAUPPATIE 2";="44400";"KONGINKANGAS";"LIIKEKIINTEISTÖ";"KONGINKANKAAN OP-LIIKEKESKUS";="24 H AUKIOLO";="";"62.780306";"25.806140"
"O";="03808";"PORTHANINTIE 4";="44500";"VIITASAARI";"PANKIN KONTTORI";"OP VIITASAARI";="24 H AUKIOLO";="";"63.074153";"25.857891"
"O";="04299";"POSTIKUJA 1";="44500";"VIITASAARI";"LIIKEKIINTEISTÖ";"VIITASAAREN LIIKEKESKUS";="24 H AUKIOLO";="";"63.074095";"25.860651"
"O";="03783";"ASEMATIE 14";="44800";"PIHTIPUDAS";"PANKIN KONTTORI";"OP PIHTIPUDAS";="24 H AUKIOLO";="";"63.370652";"25.575891"
"EP";="05509";"HALLITUSKATU 3";="45100";"KOUVOLA";"RAUTATIEASEMA";"RAUTATIEASEMA / ASEMAHALLI";="LIIKETILAN AUKIOLO";="";"60.866804";"26.704924"
"O";="05200";"KAUPPALANKATU 6";="45100";"KOUVOLA";"PANKIN KONTTORI";"DANSKE KOUVOLA";="24 H AUKIOLO";="";"60.868787";"26.703595"
"EP";="05510";"KESKIKATU 2";="45100";"KOUVOLA";"KAUPPAKESKUS";"HANSAKESKUS";="LIIKETILAN AUKIOLO";="";"60.868628";"26.701566"
"O";="03745";"KOUVOLANKATU 16";="45100";"KOUVOLA";"PANKIN KONTTORI";"OP KOUVOLA";="24 H AUKIOLO";="";"60.867887";"26.702619"
"EP";="05511";"KOUVOLANKATU 30";="45100";"KOUVOLA";"KAUPPA";"K-SUPERMARKET SIPATTI";="LIIKETILAN AUKIOLO";="";"60.868230";"26.708790"
"T";="40047";"TORIKATU 3-5";="45100";"KOUVOLA";"KAUPPAKESKUS";"HANSAKESKUS/SEPPÄLÄN VIERESSÄ";="LIIKETILAN AUKIOLO";="";"60.868740";"26.700084"
"O";="04539";"TOMMOLANKATU 9";="45130";"KOUVOLA";"TAVARATALO";"PRISMA KOUVOLA";="24 H AUKIOLO";="";"60.870866";"26.657298"
"T";="40055";"TOMMOLANKATU 9";="45130";"KOUVOLA";"TAVARATALO";"PRISMA KOUVOLA";="LIIKETILAN AUKIOLO";="";"60.870870";"26.657300"
"P";="05815";"KARTANOKATU 2-6";="45150";"KOUVOLA";"KAUPPA";"K-SUPERMARKET KANKARO";="24 H AUKIOLO";="";"60.852420";"26.695403"
"O";="04921";"MADEKUJA 2";="45160";"KOUVOLA";"KIOSKI";"R-KIOSKI LEHTOMÄKI";="24 H AUKIOLO";="";"60.887848";"26.725543"
"O";="05047";"UTINKATU 65";="45200";"KOUVOLA";"KAUPPA";"K-SUPERMARKET TORKKARI";="24 H AUKIOLO";="";"60.874539";"26.740580"
"O";="04231";"KALEVANTIE 1";="45370";"VALKEALA";"LIIKENNEPAIKKA";"ABC VALKEALA";="24 H AUKIOLO";="";"60.930022";"26.800634"
"O";="04883";"KUSTAA III TIE 1";="45370";"VALKEALA";"LIIKEKIINTEISTÖ";"LIIKETILA";="24 H AUKIOLO";="";"60.940750";"26.798610"
"EP";="05647";"LENTOPORTINTIE 3";="45410";"UTTI";"LIIKENNEPAIKKA";"ABC UTTI";="LIIKETILAN AUKIOLO";="";"60.894580";"26.911150"
"O";="04805";"PORVARINPOLKU 9";="45610";"KORIA";"PANKIN KONTTORI";"OP KORIA";="24 H AUKIOLO";="";"60.846987";"26.603412"
"EP";="05515";"SUVIOJANTIE 19";="45610";"KORIA";"LIIKENNEPAIKKA";"ABC KORIA";="LIIKETILAN AUKIOLO";="";"60.859005";"26.568164"
"O";="04582";"KAUPPAKATU 7";="45700";"KUUSANKOSKI";"KAUPPA";"K-SUPERMARKET KOSKITUULI";="24 H AUKIOLO";="";"60.908223";"26.628712"
"EP";="05514";"KYMENLAAKSONKATU 2";="45700";"KUUSANKOSKI";"TAVARATALO";"KUUSANKOSKEN OSTOSKESKUS";="LIIKETILAN AUKIOLO";="";"60.906719";"26.626532"
"O";="05049";"VALTAKATU 40";="45700";"KUUSANKOSKI";"PANKIN KONTTORI";"OP KUUSANKOSKI";="24 H AUKIOLO";="";"60.907259";"26.622296"
"EP";="05643";"TERVASHARJUNKATU 1";="45720";"KUUSANKOSKI";"KAUPPAKESKUS";"VETURI";="LIIKETILAN AUKIOLO";="";"60.876821";"26.651298"
"T";="40143";"TERVASHARJUNKATU 1";="45720";"KUUSANKOSKI";"KAUPPAKESKUS";"VETURI / CM";="LIIKETILAN AUKIOLO";="";"60.876820";"26.651300"
"P";="05843";"KUPARINTIE 4";="45910";"VOIKKAA";"KAUPPA";"K-MARKET WOIKANTORI";="24 H AUKIOLO";="";"60.940976";"26.621179"
"O";="03896";"VARUSKUNTA-ALUE";="46140";"VEKARANJÄRVI";"VARUSKUNTA";"VEKARANJÄRVI  SOTILASKOTI";="24 H AUKIOLO";="";"61.115320";"26.984510"
"O";="03976";"KESKIKOSKENTIE 3";="46800";"MYLLYKOSKI";"LIIKEKIINTEISTÖ";"HUONEISTOKESKUS";="24 H AUKIOLO";="";"60.765090";"26.786586"
"O";="04227";"VIIALANTIE 2";="46800";"MYLLYKOSKI";"PANKIN KONTTORI";"OP MYLLYKOSKI";="24 H AUKIOLO";="";"60.763703";"26.784261"
"O";="04994";"PÄÄTIE 20";="46900";"INKEROINEN";"PANKIN KONTTORI";"OP INKEROINEN";="24 H AUKIOLO";="";"60.693540";"26.840690"
"P";="05850";"ELIMÄENTIE 30";="46910";"ANJALA";"KAUPPA";"SIWA ANJALA";="24 H AUKIOLO";="";"60.688561";"26.805393"
"O";="04358";"VANHAMAANTIE 9";="47200";"ELIMÄKI";"PANKIN KONTTORI";"OP ELIMÄKI";="24 H AUKIOLO";="";"60.721556";"26.447138"
"O";="03924";"IITINTIE 9";="47400";"KAUSALA";"PANKIN KONTTORI";"OP KAUSALA";="24 H AUKIOLO";="";"60.888769";"26.337279"
"O";="04710";"MERRANKUJA 2";="47400";"KAUSALA";"KAUPPA";"K-MARKET TILTUNTORI";="24 H AUKIOLO";="";"60.887680";"26.338969"
"O";="04096";"JAALANTIE 120";="47710";"JAALA";"LIIKEKIINTEISTÖ";"LIIKETILA";="24 H AUKIOLO";="";"61.049380";"26.484770"
"O";="05327";"KAPTEENINKATU 14";="48100";"KOTKA";"POSTI";"POSTI KOTKA";="24 H AUKIOLO";="";"60.463544";"26.941077"
"O";="03730";"KIRKKOKATU 30";="48100";"KOTKA";"TAVARATALO";"EUROMARKET KOTKA";="LIIKETILAN AUKIOLO";="";"60.463482";"26.934528"
"O";="05063";"KIRKKOKATU 5";="48100";"KOTKA";"PANKIN KONTTORI";"DANSKE KOTKA";="24 H AUKIOLO";="";"60.467685";"26.945269"
"O";="05186";"KIRKKOKATU 7";="48100";"KOTKA";"PANKIN KONTTORI";"NORDEA KOTKA";="24 H AUKIOLO";="";"60.467070";"26.943740"
"EP";="05477";"KIRKKOKATU 7";="48100";"KOTKA";"KAUPPAKESKUS";"PASAATI";="LIIKETILAN AUKIOLO";="";"60.466910";"26.943400"
"T";="40133";"KIRKKOKATU 7";="48100";"KOTKA";"KAUPPAKESKUS";"PASAATI";="LIIKETILAN AUKIOLO";="";"60.466920";"26.943400"
"O";="04656";"KOULUKATU 6 B";="48100";"KOTKA";"KAUPPA";"K-SUPERMARKET POOKI";="24 H AUKIOLO";="";"60.460232";"26.939574"
"O";="04324";"TARINATIE 2";="48350";"KOTKA";"KAUPPA";"S-MARKET KARHUVUORI";="24 H AUKIOLO";="";"60.483775";"26.858671"
"O";="05039";"HAKAMÄENTIE 1";="48400";"KOTKA";"TAVARATALO";"PRISMA KOTKA / ULKONA";="24 H AUKIOLO";="";"60.500979";"26.869078"
"EP";="05457";"HAKAMÄENTIE 1";="48400";"KOTKA";"TAVARATALO";"PRISMA KOTKA";="LIIKETILAN AUKIOLO";="";"60.500980";"26.869080"
"T";="40056";"HAKAMÄENTIE 1";="48400";"KOTKA";"TAVARATALO";"PRISMA KOTKA";="LIIKETILAN AUKIOLO";="";"60.500979";"26.869078"
"EP";="05543";"JUMALNIEMENTIE 8";="48600";"KOTKA";"TAVARATALO";"K-CITYMARKET KOTKA";="LIIKETILAN AUKIOLO";="";"60.506234";"26.915692"
"O";="05113";"KARHULANTIE 30";="48600";"KOTKA";"KAUPPA";"S-MARKET KARHULA";="24 H AUKIOLO";="";"60.513715";"26.933164"
"O";="05224";"KARHULANTIE 36";="48600";"KOTKA";"LIIKEKIINTEISTÖ";"LIIKETILA";="24 H AUKIOLO";="";"60.514690";"26.931620"
"O";="04392";"KARJALANTIE 10";="48600";"KOTKA";"PANKIN KONTTORI";"OP KARHULA";="24 H AUKIOLO";="";"60.516405";"26.933124"
"O";="04507";"HAMINANTIE 1";="48810";"KOTKA";"LIIKENNEPAIKKA";"ABC AMIRAALI KARHULA";="LIIKETILAN AUKIOLO";="";"60.542061";"26.974736"
"O";="03758";"MALMINSUONTIE 2";="49220";"SILTAKYLÄ";"LIIKEKIINTEISTÖ";"LIIKETILA";="24 H AUKIOLO";="";"60.496340";"26.738300"
"T";="40063";"ISOYMPYRÄKATU 15";="49400";"HAMINA";"KAUPPAKESKUS";"S-OSTOSKESKUS HAMINA";="LIIKETILAN AUKIOLO";="";"60.568940";"27.194200"
"O";="05082";"KAIVOKATU 10";="49400";"HAMINA";"PANKIN KONTTORI";"NORDEA HAMINA";="24 H AUKIOLO";="";"60.568323";"27.190600"
"O";="04417";"PUISTOKATU 6";="49400";"HAMINA";"PANKIN KONTTORI";"OP HAMINA";="24 H AUKIOLO";="";"60.568493";"27.191310"
"O";="05164";"SATAMAKATU 11";="49400";"HAMINA";"PANKIN KONTTORI";"DANSKE HAMINA";="24 H AUKIOLO";="";"60.568140";"27.193420"
"O";="05124";"SIBELIUSKATU 27";="49400";"HAMINA";"KAUPPA";"K-SUPERMARKET KANUUNA";="24 H AUKIOLO";="";"60.568067";"27.188679"
"P";="05871";"HELSINGINTIE 1";="49410";"POITSILA";"KAUPPA";"VALINTATALO POITSILA";="24 H AUKIOLO";="";"60.563644";"27.162518"
"O";="04082";"KESKUSTIE 1";="49700";"MIEHIKKÄLÄ";"LIIKEKIINTEISTÖ";"MIEHIKKÄLÄN LIIKETALO";="24 H AUKIOLO";="";"60.671220";"27.700199"
"O";="04534";"OPINTIE 1";="49900";"VIROLAHTI";"PANKIN KONTTORI";"OP VIROLAHTI";="24 H AUKIOLO";="";"60.583500";"27.708200"
"P";="05842";"RAJAHOVINTIE 10";="49900";"VIROLAHTI";"HUOLTOASEMA";"TEBOIL RAJAHOVI / VAALIMAAN RAJA-ASEMA";="LIIKETILAN AUKIOLO";="";"60.601340";"27.838980"
"O";="03796";"HALLITUSKATU 3";="50100";"MIKKELI";"PANKIN KONTTORI";"DANSKE MIKKELI";="24 H AUKIOLO";="";"61.688023";"27.274734"
"EP";="05590";"HALLITUSKATU 6";="50100";"MIKKELI";"TAVARATALO";"TAVARATALO CARLSON MIKKELI";="LIIKETILAN AUKIOLO";="";"61.688832";"27.269394"
"EP";="05564";"MAAHERRANKATU 13";="50100";"MIKKELI";"TAVARATALO";"STELLA MIKKELI";="LIIKETILAN AUKIOLO";="";"61.688837";"27.272633"
"T";="40080";"PORRASSALMENKATU 19";="50100";"MIKKELI";"PANKIN KONTTORI";"OP MIKKELI";="ITSEPALVELUALUEEN AUKIOLO";="ma-su klo 6-22";"61.687520";"27.274750"
"O";="04569";"PORRASSALMENKATU 23";="50100";"MIKKELI";"PANKIN KONTTORI";"NORDEA MIKKELI";="24 H AUKIOLO";="";"61.688340";"27.275190"
"O";="04279";"PORRASSALMENKATU 33";="50100";"MIKKELI";"KAUPPA";"LIIKETILA";="24 H AUKIOLO";="";"61.690450";"27.276370"
"T";="40078";"SETRIKATU 2";="50100";"MIKKELI";"KAUPPAKESKUS";"SETRI";="LIIKETILAN AUKIOLO";="";"61.680120";"27.269730"
"EP";="05657";"HIETAKATU 7";="50130";"MIKKELI";"LIIKENNEPAIKKA";"ABC PITKÄJÄRVI";="LIIKETILAN AUKIOLO";="";"61.676047";"27.245685"
"O";="04695";"SUNTIONKUJA 1";="50170";"MIKKELI";"KAUPPA";"S-MARKET PEITSARI";="24 H AUKIOLO";="";"61.701430";"27.305086"
"EP";="05591";"GRAANINTIE 1";="50190";"MIKKELI";"KAUPPAKESKUS";"GRAANI";="LIIKETILAN AUKIOLO";="";"61.686246";"27.298337"
"EP";="05592";"GRAANINTIE 1";="50190";"MIKKELI";"KAUPPAKESKUS";"GRAANI / PRISMA";="LIIKETILAN AUKIOLO";="";"61.686250";"27.298340"
"O";="03989";"VANHAMÄENTIE 1";="50600";"MIKKELI";"KAUPPA";"S-MARKET RANTAKYLÄ";="24 H AUKIOLO";="";"61.678135";"27.202317"
"O";="04733";"OTTO MANNISENTIE 1";="51200";"KANGASNIEMI";"PANKIN KONTTORI";"OP KANGASNIEMI";="24 H AUKIOLO";="";"61.989680";"26.643420"
"O";="05058";"KESKUSTIE 76";="51600";"HAUKIVUORI";"PANKIN KONTTORI";"OP HAUKIVUORI";="24 H AUKIOLO";="";"62.024316";"27.206616"
"O";="04987";"PIIKKILÄNTIE 3";="51900";"JUVA";"PANKIN KONTTORI";"OP JUVA";="24 H AUKIOLO";="";"61.896986";"27.855947"
"EP";="05542";"TULOSTIE 1";="51900";"JUVA";"LIIKENNEPAIKKA";"ABC JUVA";="LIIKETILAN AUKIOLO";="";"61.898018";"27.808286"
"O";="04976";"MIKKELINTIE 45";="52100";"ANTTOLA";"KAUPPA";"K-EXTRA LUONTERI";="24 H AUKIOLO";="";"61.583050";"27.649690"
"O";="04970";"KESKUSTIE 4";="52200";"PUUMALA";"KAUPPA";"SALE PUUMALA";="24 H AUKIOLO";="";"61.520650";"28.177940"
"O";="04348";"BRAHENTIE 16";="52300";"RISTIINA";"PANKIN KONTTORI";"OP RISTIINA";="24 H AUKIOLO";="";"61.510410";"27.248320"
"O";="04040";"HIRVENSALMENTIE 21";="52550";"HIRVENSALMI";"PANKIN KONTTORI";"OP HIRVENSALMI";="24 H AUKIOLO";="";"61.640900";"26.775269"
"O";="04742";"ASEMATIE 4";="52700";"MÄNTYHARJU";"PANKIN KONTTORI";"NORDEA MÄNTYHARJU";="24 H AUKIOLO";="";"61.418190";"26.881000"
"O";="03972";"PENTINPOLKU 1";="52700";"MÄNTYHARJU";"PANKIN KONTTORI";"OP MÄNTYHARJU";="24 H AUKIOLO";="";"61.416190";"26.880830"
"O";="05289";"LAPPEENRANNANTIE 34 A";="52830";"SUOMENNIEMI";"HUOLTOASEMA";"SEO / KAHVILA SALMENRANTA";="24 H AUKIOLO";="";"61.354390";"27.399770"
"EP";="05555";"BRAHENKATU 1";="53100";"LAPPEENRANTA";"HOTELLI";"ORIGINAL SOKOS HOTEL LAPPEE";="LIIKETILAN AUKIOLO";="";"61.056500";"28.191080"
"O";="05169";"KAUPPAKATU 29";="53100";"LAPPEENRANTA";"KAUPPAKESKUS";"ARMADA";="24 H AUKIOLO";="";"61.059478";"28.185256"
"O";="04758";"KAUPPAKATU 32";="53100";"LAPPEENRANTA";"PANKIN KONTTORI";"DANSKE LAPPEENRANTA";="24 H AUKIOLO";="";"61.059765";"28.185265"
"T";="40054";"KAUPPAKATU 40";="53100";"LAPPEENRANTA";"PANKIN KONTTORI";"KESKUSTAGALLERIA/NORDEA";="LIIKETILAN AUKIOLO";="";"61.055551";"28.188918"
"O";="04359";"PORMESTARINKATU 4";="53100";"LAPPEENRANTA";"PANKIN KONTTORI";"OP LAPPEENRANTA";="24 H AUKIOLO";="";"61.058257";"28.190803"
"T";="40030";"PORMESTARINKATU 4";="53100";"LAPPEENRANTA";"PANKIN KONTTORI";"OP LAPPEENRANTA";="ITSEPALVELUALUEEN AUKIOLO";="ma-su klo 5-23";"61.058230";"28.190720"
"O";="04940";"RATAKATU 31";="53100";"LAPPEENRANTA";"KAUPPA";"VALINTATALO RATAKATU";="24 H AUKIOLO";="";"61.050078";"28.198047"
"O";="04749";"VALTAKATU 32";="53100";"LAPPEENRANTA";"PANKIN KONTTORI";"OMA SP LAPPEENRANTA VALTAKATU";="24 H AUKIOLO";="";"61.058360";"28.185720"
"T";="40119";"VILLIMIEHENKATU 3";="53100";"LAPPEENRANTA";"KAUPPAKESKUS";"ISO KRISTIINA";="LIIKETILAN AUKIOLO";="";"61.057510";"28.193250"
"O";="04549";"STANDERTSKJÖLDINKATU 6";="53200";"LAPPEENRANTA";"KAUPPA";"K-SUPERMARKET LEHMUS";="24 H AUKIOLO";="";"61.061114";"28.234327"
"O";="04631";"KARJALANTIE 25";="53300";"LAPPEENRANTA";"LIIKEKIINTEISTÖ";"VIOLET LOUNAS KAHVILA";="24 H AUKIOLO";="";"61.070646";"28.262599"
"O";="03729";"KAUPPAKÄYTÄVÄ 6";="53300";"LAPPEENRANTA";"LIIKEKIINTEISTÖ";"APTEEKKI";="24 H AUKIOLO";="";"61.071586";"28.261776"
"EP";="05606";"HIRSIMÄENKATU 1";="53500";"LAPPEENRANTA";"LIIKENNEPAIKKA";"ABC VIIPURINPORTTI";="LIIKETILAN AUKIOLO";="";"61.052542";"28.262427"
"EP";="05450";"KAAKKOISKAARI 22";="53500";"LAPPEENRANTA";"KAUPPA";"S-MARKET MYLLY";="LIIKETILAN AUKIOLO";="";"61.047102";"28.209507"
"EP";="05484";"TOIKANSUONTIE 4";="53500";"LAPPEENRANTA";"TAVARATALO";"K-CITYMARKET LAPPEENRANTA";="LIIKETILAN AUKIOLO";="";"61.045288";"28.200237"
"O";="04383";"PUHAKANKATU 1";="53600";"LAPPEENRANTA";"KAUPPAKESKUS";"TAPULIN LIIKEKESKUS";="24 H AUKIOLO";="";"61.050147";"28.174393"
"EP";="05486";"PUHAKANKATU 9";="53600";"LAPPEENRANTA";"TAVARATALO";"PRISMA LAPPEERANTA";="LIIKETILAN AUKIOLO";="";"61.051036";"28.178046"
"EP";="05487";"PUHAKANKATU 9";="53600";"LAPPEENRANTA";"TAVARATALO";"PRISMA LAPPEENRANTA";="LIIKETILAN AUKIOLO";="";"61.051036";"28.178046"
"O";="04039";"KATAJAKATU 10";="53810";"LAPPEENRANTA";"KAUPPA";"VALINTATALO KOURULA";="24 H AUKIOLO";="";"61.047946";"28.132742"
"O";="04138";"ORIONINKATU 2";="53850";"LAPPEENRANTA";"KAUPPA";"S-MARKET SAMMONLAHTI";="24 H AUKIOLO";="";"61.052226";"28.105431"
"O";="04514";"SATAMATIE 30";="53900";"LAPPEENRANTA";"KAUPPA";"S-MARKET PALLO";="24 H AUKIOLO";="";"61.067402";"28.178042"
"O";="05129";"VOISALMENTIE 9";="53920";"LAPPEENRANTA";"KAUPPA";"VALINTATALO VOISALMI";="24 H AUKIOLO";="";"61.078398";"28.150061"
"T";="40130";"KESKUSKATU 4";="54100";"JOUTSENO";"KAUPPA";"K-SUPERMARKET PIRANA JOUTSENO";="LIIKETILAN AUKIOLO";="";"61.117610";"28.500780"
"O";="04956";"KESKUSKATU 5";="54100";"JOUTSENO";"LIIKEKIINTEISTÖ";"LIIKETILA";="24 H AUKIOLO";="";"61.117890";"28.500990"
"P";="05838";"LINNALANTIE 51";="54500";"TAAVETTI";"PANKIN KONTTORI";"OP TAAVETTI";="24 H AUKIOLO";="";"60.922470";"27.568160"
"O";="04967";"UIMINTIE 1";="54710";"LEMI";"PANKIN KONTTORI";"OP LEMI";="24 H AUKIOLO";="";"61.061160";"27.804120"
"O";="04363";"KIEVARINTIE 1";="54800";"SAVITAIPALE";"PANKIN KONTTORI";"OP SAVITAIPALE";="24 H AUKIOLO";="";"61.198720";"27.682760"
"O";="05076";"KUHATIE 12-14";="54915";"SAIMAANHARJU";"KAUPPA";"K-MARKET NIIVA";="24 H AUKIOLO";="";"61.135753";"28.101248"
"O";="04445";"KOSKENPARRAS 2";="55100";"IMATRA";"PANKIN KONTTORI";"OP IMATRA";="24 H AUKIOLO";="";"61.170608";"28.771501"
"T";="40116";"KOSKENPARRAS 3";="55100";"IMATRA";"KAUPPA";"K-SUPERMARKET IMATRANKOSKI";="LIIKETILAN AUKIOLO";="";"61.171210";"28.770210"
"O";="05196";"LAPPEENTIE 9";="55100";"IMATRA";"PANKIN KONTTORI";"NORDEA IMATRA";="24 H AUKIOLO";="";"61.171370";"28.768330"
"EP";="05623";"KARHUMÄENKATU 1";="55120";"IMATRA";"TAVARATALO";"PRISMA IMATRA";="LIIKETILAN AUKIOLO";="";"61.188220";"28.763680"
"O";="04430";"KOSKIKATU 1";="55120";"IMATRA";"RAUTATIEASEMA";"KESKUSASEMA";="24 H AUKIOLO";="";"61.194962";"28.777436"
"O";="04554";"TIETÄJÄNKATU 2";="55120";"IMATRA";"TAVARATALO";"K-CITYMARKET IMATRA";="24 H AUKIOLO";="";"61.187911";"28.770312"
"O";="04580";"ENSONTIE 32";="55610";"IMATRA";"LIIKEKIINTEISTÖ";"RAJAPATSAS";="24 H AUKIOLO";="";"61.163597";"28.801723"
"O";="05051";"TORIKATU 9";="55800";"IMATRA";"LIIKEKIINTEISTÖ";"VUOKSENNISKAN APTEEKKI";="24 H AUKIOLO";="";"61.225484";"28.834729"
"O";="04382";"VUOKSENNISKANTIE 91";="55800";"IMATRA";"LIIKEKIINTEISTÖ";"LIIKETILA";="24 H AUKIOLO";="";"61.224690";"28.832870"
